Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address
141281,USB-C Charging Cable,1,11.95,01/17/19 09:05,"388 2nd St, Los Angeles, CA 90001"
141281,Lightning Charging Cable,1,14.95,01/17/19 09:05,"388 2nd St, Los Angeles, CA 90001"
141282,AA Batteries (4-pack),2,3.84,01/13/19 18:58,"604 6th St, San Francisco, CA 94016"
141283,USB-C Charging Cable,1,11.95,01/13/19 12:45,"206 Highland St, San Francisco, CA 94016"
141284,AA Batteries (4-pack),1,3.84,01/18/19 13:52,"682 1st St, San Francisco, CA 94016"
141285,Vareebadd Phone,1,400.0,01/18/19 20:13,"435 10th St, San Francisco, CA 94016"
141286,Bose SoundSport Headphones,1,99.99,01/03/19 01:43,"154 Madison St, Boston, MA 02215"
141287,Lightning Charging Cable,2,14.95,01/15/19 01:15,"443 Elm St, Los Angeles, CA 90001"
141288,USB-C Charging Cable,1,11.95,01/01/19 20:22,"596 6th St, Los Angeles, CA 90001"
141289,iPhone,1,700.0,01/19/19 15:54,"173 1st St, Dallas, TX 75001"
141290,27in 4K Gaming Monitor,1,389.99,01/02/19 08:45,"257 Wilson St, Austin, TX 73301"
141291,USB-C Charging Cable,1,11.95,01/04/19 17:54,"944 Maple St, San Francisco, CA 94016"
141292,iPhone,1,700.0,01/27/19 13:46,"953 Pine St, Atlanta, GA 30301"
141293,Lightning Charging Cable,1,14.95,01/08/19 09:01,"163 Center St, New York City, NY 10001"
141294,AA Batteries (4-pack),1,3.84,01/12/19 15:44,"354 Jefferson St, Boston, MA 02215"
141295,AAA Batteries (4-pack),2,2.99,01/29/19 14:00,"306 Jackson St, Los Angeles, CA 90001"
141296,iPhone,1,700.0,01/06/19 18:40,"936 North St, San Francisco, CA 94016"
141297,Lightning Charging Cable,1,14.95,01/22/19 18:54,"948 12th St, Portland, OR 97035"
141298,Wired Headphones,1,11.99,01/16/19 11:21,"45 Sunset St, Portland, OR 97035"
141299,iPhone,1,700.0,01/03/19 18:19,"666 Ridge St, Dallas, TX 75001"
141300,USB-C Charging Cable,1,11.95,01/02/19 21:56,"829 Lake St, San Francisco, CA 94016"
141301,Wired Headphones,2,11.99,01/11/19 07:43,"166 North St, New York City, NY 10001"
141302,Macbook Pro Laptop,1,1700.0,01/13/19 17:35,"32 Lake St, Portland, OR 97035"
141303,Macbook Pro Laptop,1,1700.0,01/24/19 13:19,"979 Main St, Dallas, TX 75001"
141304,Bose SoundSport Headphones,1,99.99,01/31/19 15:21,"142 Center St, New York City, NY 10001"
141305,Lightning Charging Cable,1,14.95,01/16/19 10:48,"473 Adams St, Atlanta, GA 30301"
141306,27in 4K Gaming Monitor,1,389.99,01/20/19 21:01,"969 Meadow St, Seattle, WA 98101"
141307,Apple Airpods Headphones,1,150.0,01/18/19 10:10,"154 Dogwood St, San Francisco, CA 94016"
141308,27in 4K Gaming Monitor,1,389.99,01/22/19 22:04,"304 Chestnut St, Los Angeles, CA 90001"
141309,ThinkPad Laptop,1,999.99,01/16/19 16:00,"667 Sunset St, San Francisco, CA 94016"
141310,27in 4K Gaming Monitor,1,389.99,01/16/19 20:31,"438 Hickory St, Atlanta, GA 30301"
141311,AA Batteries (4-pack),1,3.84,01/03/19 17:19,"448 Elm St, San Francisco, CA 94016"
141312,AAA Batteries (4-pack),4,2.99,01/14/19 13:37,"236 13th St, San Francisco, CA 94016"
141313,USB-C Charging Cable,1,11.95,01/13/19 10:07,"147 South St, San Francisco, CA 94016"
141314,Bose SoundSport Headphones,1,99.99,01/30/19 10:06,"580 West St, Austin, TX 73301"
141315,Wired Headphones,1,11.99,01/19/19 23:54,"262 5th St, San Francisco, CA 94016"
141316,Lightning Charging Cable,1,14.95,01/14/19 11:13,"648 River St, Atlanta, GA 30301"
141317,Wired Headphones,1,11.99,01/22/19 15:20,"911 11th St, San Francisco, CA 94016"
141318,AAA Batteries (4-pack),1,2.99,01/29/19 09:09,"29 West St, Austin, TX 73301"
141319,27in 4K Gaming Monitor,1,389.99,01/22/19 10:23,"803 Forest St, New York City, NY 10001"
141320,34in Ultrawide Monitor,1,379.99,01/03/19 16:29,"63 Cherry St, Atlanta, GA 30301"
141321,Wired Headphones,1,11.99,01/06/19 09:04,"498 4th St, San Francisco, CA 94016"
141322,USB-C Charging Cable,1,11.95,01/21/19 18:37,"844 Cedar St, Los Angeles, CA 90001"
141323,AAA Batteries (4-pack),1,2.99,01/05/19 10:12,"191 Cherry St, Los Angeles, CA 90001"
141324,Lightning Charging Cable,1,14.95,01/31/19 14:41,"334 Lincoln St, Dallas, TX 75001"
141325,AAA Batteries (4-pack),2,2.99,01/07/19 22:07,"499 Adams St, San Francisco, CA 94016"
141326,USB-C Charging Cable,1,11.95,01/17/19 18:45,"537 Washington St, Los Angeles, CA 90001"
141327,Lightning Charging Cable,1,14.95,01/28/19 17:28,"720 Willow St, Portland, OR 97035"
141328,AA Batteries (4-pack),1,3.84,01/16/19 12:01,"188 South St, San Francisco, CA 94016"
141329,20in Monitor,1,109.99,01/12/19 17:40,"701 Lincoln St, Portland, OR 97035"
141330,Lightning Charging Cable,1,14.95,01/29/19 12:30,"121 Elm St, Dallas, TX 75001"
141331,Wired Headphones,1,11.99,01/27/19 17:58,"191 12th St, Boston, MA 02215"
141332,20in Monitor,1,109.99,01/11/19 13:34,"286 West St, San Francisco, CA 94016"
141333,Apple Airpods Headphones,1,150.0,01/07/19 21:56,"906 Adams St, New York City, NY 10001"
141334,AA Batteries (4-pack),1,3.84,01/23/19 15:26,"471 Cedar St, San Francisco, CA 94016"
141335,Flatscreen TV,1,300.0,01/23/19 00:00,"594 Center St, Portland, ME 04101"
141336,Lightning Charging Cable,1,14.95,01/06/19 18:30,"33 Pine St, San Francisco, CA 94016"
141337,Vareebadd Phone,1,400.0,01/03/19 21:02,"615 Elm St, San Francisco, CA 94016"
141338,Bose SoundSport Headphones,1,99.99,01/01/19 23:42,"691 11th St, San Francisco, CA 94016"
141339,AAA Batteries (4-pack),1,2.99,01/27/19 23:18,"51 Cedar St, Austin, TX 73301"
141340,USB-C Charging Cable,1,11.95,01/02/19 19:04,"501 Cedar St, Los Angeles, CA 90001"
141341,Google Phone,1,600.0,01/24/19 00:47,"802 Washington St, Portland, ME 04101"
141342,Lightning Charging Cable,1,14.95,01/30/19 19:06,"739 North St, New York City, NY 10001"
141343,Apple Airpods Headphones,1,150.0,01/09/19 17:05,"948 Jackson St, Austin, TX 73301"
141344,Lightning Charging Cable,1,14.95,01/27/19 11:01,"664 North St, Dallas, TX 75001"
141345,27in FHD Monitor,1,149.99,01/08/19 10:25,"250 North St, Dallas, TX 75001"
141346,Bose SoundSport Headphones,1,99.99,01/30/19 13:09,"238 North St, San Francisco, CA 94016"
141347,Wired Headphones,1,11.99,01/31/19 11:53,"296 10th St, Portland, OR 97035"
141348,AA Batteries (4-pack),1,3.84,01/04/19 22:22,"801 Willow St, Atlanta, GA 30301"
141349,Apple Airpods Headphones,1,150.0,01/04/19 19:59,"603 9th St, Dallas, TX 75001"
141350,Wired Headphones,1,11.99,01/18/19 16:03,"161 Ridge St, Seattle, WA 98101"
141351,Macbook Pro Laptop,1,1700.0,01/30/19 12:09,"121 River St, San Francisco, CA 94016"
141352,Apple Airpods Headphones,1,150.0,01/20/19 18:17,"260 Madison St, Boston, MA 02215"
141353,Bose SoundSport Headphones,1,99.99,01/23/19 12:40,"549 Sunset St, San Francisco, CA 94016"
141354,20in Monitor,1,109.99,01/04/19 11:44,"765 Meadow St, Dallas, TX 75001"
141355,AA Batteries (4-pack),2,3.84,01/31/19 14:46,"210 12th St, New York City, NY 10001"
141356,Lightning Charging Cable,1,14.95,01/20/19 01:03,"91 12th St, Los Angeles, CA 90001"
141357,27in FHD Monitor,1,149.99,01/25/19 07:53,"766 Spruce St, Atlanta, GA 30301"
141358,Macbook Pro Laptop,1,1700.0,01/31/19 12:47,"32 Sunset St, Austin, TX 73301"
141359,Bose SoundSport Headphones,1,99.99,01/21/19 20:04,"714 Pine St, Boston, MA 02215"
141360,Bose SoundSport Headphones,1,99.99,01/22/19 19:13,"467 Pine St, San Francisco, CA 94016"
141361,USB-C Charging Cable,1,11.95,01/01/19 22:12,"807 4th St, New York City, NY 10001"
141362,27in FHD Monitor,1,149.99,01/01/19 16:58,"728 Center St, San Francisco, CA 94016"
141363,Lightning Charging Cable,1,14.95,01/19/19 19:33,"692 North St, Atlanta, GA 30301"
141364,iPhone,1,700.0,01/14/19 18:05,"654 Lake St, San Francisco, CA 94016"
141365,Google Phone,1,600.0,01/11/19 11:03,"250 Meadow St, New York City, NY 10001"
141366,Wired Headphones,1,11.99,01/27/19 18:28,"446 Hickory St, San Francisco, CA 94016"
141367,AA Batteries (4-pack),1,3.84,01/20/19 10:40,"386 Johnson St, New York City, NY 10001"
141368,Wired Headphones,1,11.99,01/03/19 08:08,"877 Willow St, New York City, NY 10001"
141369,Flatscreen TV,1,300.0,01/27/19 20:49,"388 Lakeview St, New York City, NY 10001"
141370,USB-C Charging Cable,1,11.95,01/28/19 04:02,"825 Meadow St, New York City, NY 10001"
141371,Wired Headphones,1,11.99,01/24/19 17:33,"761 Center St, Atlanta, GA 30301"
141372,Macbook Pro Laptop,1,1700.0,01/19/19 19:21,"568 South St, Seattle, WA 98101"
141373,AAA Batteries (4-pack),1,2.99,01/20/19 12:32,"746 Center St, Seattle, WA 98101"
141374,Lightning Charging Cable,1,14.95,01/27/19 15:53,"127 9th St, Los Angeles, CA 90001"
141375,Lightning Charging Cable,1,14.95,01/24/19 20:55,"523 Adams St, San Francisco, CA 94016"
141376,AA Batteries (4-pack),1,3.84,01/09/19 15:42,"958 Johnson St, Portland, OR 97035"
141377,27in FHD Monitor,1,149.99,01/03/19 16:33,"768 Jefferson St, Dallas, TX 75001"
141378,Bose SoundSport Headphones,1,99.99,01/30/19 09:20,"296 12th St, Boston, MA 02215"
141379,iPhone,1,700.0,01/04/19 07:25,"162 Church St, Dallas, TX 75001"
141379,Wired Headphones,1,11.99,01/04/19 07:25,"162 Church St, Dallas, TX 75001"
141380,Flatscreen TV,1,300.0,01/08/19 22:13,"149 River St, Portland, ME 04101"
141381,AA Batteries (4-pack),1,3.84,01/31/19 07:06,"800 9th St, Los Angeles, CA 90001"
141382,AAA Batteries (4-pack),1,2.99,01/03/19 20:59,"893 Dogwood St, Seattle, WA 98101"
141383,AAA Batteries (4-pack),1,2.99,01/15/19 09:08,"231 Lakeview St, Boston, MA 02215"
141384,AAA Batteries (4-pack),3,2.99,01/24/19 11:01,"245 West St, Boston, MA 02215"
141385,Bose SoundSport Headphones,1,99.99,01/17/19 11:44,"510 Church St, San Francisco, CA 94016"
141386,AAA Batteries (4-pack),1,2.99,01/19/19 11:48,"778 Adams St, San Francisco, CA 94016"
141387,AAA Batteries (4-pack),2,2.99,01/15/19 16:09,"290 9th St, Los Angeles, CA 90001"
141388,Lightning Charging Cable,1,14.95,01/19/19 20:30,"881 Elm St, Seattle, WA 98101"
141389,Google Phone,1,600.0,01/18/19 08:41,"552 Maple St, Boston, MA 02215"
141390,USB-C Charging Cable,1,11.95,01/28/19 23:12,"564 Jefferson St, Portland, OR 97035"
141391,Lightning Charging Cable,1,14.95,01/13/19 19:28,"978 Meadow St, New York City, NY 10001"
141392,AAA Batteries (4-pack),1,2.99,01/15/19 12:20,"69 North St, San Francisco, CA 94016"
141393,iPhone,1,700.0,01/27/19 18:41,"617 Lakeview St, Boston, MA 02215"
141394,Bose SoundSport Headphones,1,99.99,01/05/19 10:17,"892 Center St, San Francisco, CA 94016"
141395,Lightning Charging Cable,1,14.95,01/28/19 07:30,"175 Cedar St, Atlanta, GA 30301"
141396,Lightning Charging Cable,1,14.95,01/09/19 21:01,"108 Wilson St, New York City, NY 10001"
141397,Bose SoundSport Headphones,1,99.99,01/09/19 12:53,"792 Cherry St, San Francisco, CA 94016"
141398,27in FHD Monitor,1,149.99,01/26/19 13:27,"942 Sunset St, Seattle, WA 98101"
141399,Wired Headphones,1,11.99,01/17/19 19:01,"328 Johnson St, New York City, NY 10001"
141400,Wired Headphones,1,11.99,01/04/19 13:49,"609 4th St, New York City, NY 10001"
141401,27in 4K Gaming Monitor,1,389.99,01/09/19 12:33,"283 Pine St, San Francisco, CA 94016"
141402,AAA Batteries (4-pack),3,2.99,01/24/19 13:58,"633 Chestnut St, San Francisco, CA 94016"
141403,LG Washing Machine,1,600.0,01/15/19 22:38,"543 Dogwood St, San Francisco, CA 94016"
141404,Flatscreen TV,1,300.0,01/14/19 12:17,"760 South St, Dallas, TX 75001"
141405,AAA Batteries (4-pack),1,2.99,01/06/19 11:54,"986 Willow St, Seattle, WA 98101"
141406,AAA Batteries (4-pack),2,2.99,01/02/19 09:19,"471 Chestnut St, Los Angeles, CA 90001"
141407,34in Ultrawide Monitor,1,379.99,01/27/19 16:13,"938 6th St, Los Angeles, CA 90001"
141408,Lightning Charging Cable,1,14.95,01/02/19 23:10,"724 Washington St, Boston, MA 02215"
141409,Wired Headphones,1,11.99,01/04/19 16:19,"995 Elm St, Dallas, TX 75001"
141410,USB-C Charging Cable,1,11.95,01/14/19 20:16,"161 Johnson St, San Francisco, CA 94016"
141411,34in Ultrawide Monitor,1,379.99,01/04/19 19:33,"396 Lincoln St, San Francisco, CA 94016"
141412,Apple Airpods Headphones,1,150.0,01/01/19 23:56,"897 14th St, New York City, NY 10001"
141413,27in 4K Gaming Monitor,1,389.99,01/10/19 12:45,"734 12th St, San Francisco, CA 94016"
141414,Wired Headphones,1,11.99,01/25/19 12:22,"270 8th St, New York City, NY 10001"
141415,Google Phone,1,600.0,01/08/19 22:05,"321 Lakeview St, Seattle, WA 98101"
141416,AA Batteries (4-pack),1,3.84,01/03/19 19:33,"346 Lake St, San Francisco, CA 94016"
141417,LG Washing Machine,1,600.0,01/23/19 17:41,"875 Cedar St, San Francisco, CA 94016"
141418,AAA Batteries (4-pack),1,2.99,01/13/19 20:50,"798 Pine St, Atlanta, GA 30301"
141419,AA Batteries (4-pack),2,3.84,01/11/19 09:40,"829 10th St, Los Angeles, CA 90001"
,,,,,
141420,Google Phone,1,600,01/06/19 13:54,"198 11th St, Dallas, TX 75001"
141420,Wired Headphones,2,11.99,01/06/19 13:54,"198 11th St, Dallas, TX 75001"
141421,Lightning Charging Cable,1,14.95,01/29/19 20:44,"804 Willow St, Los Angeles, CA 90001"
141422,USB-C Charging Cable,1,11.95,01/08/19 13:48,"410 Jackson St, San Francisco, CA 94016"
141423,34in Ultrawide Monitor,1,379.99,01/11/19 13:15,"111 Park St, Seattle, WA 98101"
141424,34in Ultrawide Monitor,1,379.99,01/05/19 09:19,"408 Washington St, Atlanta, GA 30301"
141425,Lightning Charging Cable,1,14.95,01/29/19 18:19,"695 Church St, Boston, MA 02215"
141426,Wired Headphones,1,11.99,01/11/19 08:46,"406 Hill St, Atlanta, GA 30301"
141427,Wired Headphones,1,11.99,01/29/19 10:07,"676 Pine St, San Francisco, CA 94016"
141428,AA Batteries (4-pack),3,3.84,01/26/19 02:30,"924 Forest St, San Francisco, CA 94016"
141429,Lightning Charging Cable,1,14.95,01/31/19 11:08,"705 Walnut St, New York City, NY 10001"
141430,27in FHD Monitor,1,149.99,01/01/19 08:35,"857 8th St, New York City, NY 10001"
141431,Apple Airpods Headphones,1,150,01/08/19 16:22,"388 4th St, San Francisco, CA 94016"
141432,iPhone,1,700,01/01/19 14:19,"521 Willow St, Dallas, TX 75001"
141432,Lightning Charging Cable,1,14.95,01/01/19 14:19,"521 Willow St, Dallas, TX 75001"
141433,Flatscreen TV,1,300,01/27/19 18:24,"876 Elm St, Boston, MA 02215"
141434,Lightning Charging Cable,1,14.95,01/27/19 13:16,"845 Wilson St, New York City, NY 10001"
141435,Wired Headphones,1,11.99,01/03/19 21:06,"185 Lake St, New York City, NY 10001"
141436,Lightning Charging Cable,1,14.95,01/29/19 18:39,"971 Madison St, Austin, TX 73301"
141437,Apple Airpods Headphones,1,150,01/19/19 14:37,"72 Lakeview St, San Francisco, CA 94016"
141438,Lightning Charging Cable,1,14.95,01/18/19 16:33,"556 11th St, Portland, OR 97035"
141439,Apple Airpods Headphones,1,150,01/11/19 13:31,"4 Elm St, Austin, TX 73301"
141440,AA Batteries (4-pack),1,3.84,01/01/19 20:14,"865 Park St, San Francisco, CA 94016"
141441,AAA Batteries (4-pack),1,2.99,01/12/19 19:58,"837 11th St, Atlanta, GA 30301"
141442,AAA Batteries (4-pack),1,2.99,01/30/19 21:54,"273 13th St, Los Angeles, CA 90001"
141443,Lightning Charging Cable,1,14.95,01/19/19 22:44,"269 Dogwood St, Boston, MA 02215"
141444,USB-C Charging Cable,1,11.95,01/17/19 22:05,"289 12th St, San Francisco, CA 94016"
141445,27in FHD Monitor,1,149.99,01/23/19 23:39,"167 Willow St, New York City, NY 10001"
141446,Wired Headphones,1,11.99,01/03/19 00:41,"718 8th St, Dallas, TX 75001"
141447,Vareebadd Phone,1,400,01/03/19 21:34,"465 Madison St, Los Angeles, CA 90001"
141448,USB-C Charging Cable,1,11.95,01/23/19 21:48,"67 13th St, San Francisco, CA 94016"
141449,AAA Batteries (4-pack),2,2.99,01/21/19 21:09,"888 Church St, Atlanta, GA 30301"
141450,Apple Airpods Headphones,1,150,01/27/19 15:49,"422 Lake St, San Francisco, CA 94016"
141451,Wired Headphones,1,11.99,01/11/19 16:04,"984 Park St, San Francisco, CA 94016"
141452,Lightning Charging Cable,1,14.95,01/10/19 20:34,"723 10th St, New York City, NY 10001"
141453,Google Phone,1,600,01/06/19 13:27,"764 Park St, Los Angeles, CA 90001"
141454,27in 4K Gaming Monitor,1,389.99,01/06/19 10:14,"929 Adams St, Dallas, TX 75001"
141455,ThinkPad Laptop,1,999.99,01/05/19 22:13,"484 Lake St, Atlanta, GA 30301"
141456,Lightning Charging Cable,1,14.95,01/02/19 20:10,"989 Madison St, New York City, NY 10001"
141457,34in Ultrawide Monitor,1,379.99,01/24/19 16:32,"955 Dogwood St, Seattle, WA 98101"
141458,AAA Batteries (4-pack),2,2.99,01/16/19 09:52,"173 South St, New York City, NY 10001"
141459,AA Batteries (4-pack),3,3.84,01/11/19 12:30,"547 Cedar St, Los Angeles, CA 90001"
141460,Apple Airpods Headphones,1,150,01/24/19 21:00,"115 8th St, San Francisco, CA 94016"
141461,Lightning Charging Cable,1,14.95,01/11/19 19:52,"709 North St, New York City, NY 10001"
141462,USB-C Charging Cable,1,11.95,01/15/19 01:31,"801 Church St, Seattle, WA 98101"
141463,Apple Airpods Headphones,1,150,01/12/19 17:30,"897 Pine St, San Francisco, CA 94016"
141464,AAA Batteries (4-pack),1,2.99,01/09/19 22:55,"420 10th St, San Francisco, CA 94016"
141465,Bose SoundSport Headphones,1,99.99,01/11/19 23:02,"692 West St, San Francisco, CA 94016"
141466,AA Batteries (4-pack),1,3.84,01/11/19 19:34,"892 Main St, New York City, NY 10001"
141467,Lightning Charging Cable,1,14.95,01/04/19 03:39,"366 Cedar St, Portland, OR 97035"
141468,AA Batteries (4-pack),1,3.84,01/29/19 16:43,"94 1st St, Dallas, TX 75001"
141469,Lightning Charging Cable,1,14.95,01/01/19 20:25,"338 North St, San Francisco, CA 94016"
141470,AA Batteries (4-pack),1,3.84,01/19/19 15:54,"375 Wilson St, Atlanta, GA 30301"
141470,iPhone,1,700,01/19/19 15:54,"375 Wilson St, Atlanta, GA 30301"
141471,USB-C Charging Cable,1,11.95,01/26/19 14:30,"676 South St, New York City, NY 10001"
141472,Lightning Charging Cable,1,14.95,01/23/19 18:38,"98 Forest St, New York City, NY 10001"
141473,USB-C Charging Cable,1,11.95,01/16/19 19:06,"937 Dogwood St, New York City, NY 10001"
141474,iPhone,1,700,01/26/19 10:24,"403 North St, Austin, TX 73301"
141475,AAA Batteries (4-pack),1,2.99,01/13/19 08:35,"47 Elm St, Austin, TX 73301"
141476,AA Batteries (4-pack),1,3.84,01/04/19 20:45,"689 Johnson St, Atlanta, GA 30301"
141477,AA Batteries (4-pack),1,3.84,01/27/19 12:40,"991 6th St, Portland, OR 97035"
141478,34in Ultrawide Monitor,1,379.99,01/04/19 23:12,"227 Walnut St, San Francisco, CA 94016"
,,,,,
141479,USB-C Charging Cable,1,11.95,01/21/19 10:12,"510 Lincoln St, San Francisco, CA 94016"
141480,iPhone,1,700,01/27/19 12:59,"306 Johnson St, San Francisco, CA 94016"
141481,Apple Airpods Headphones,1,150,01/08/19 10:24,"782 River St, Los Angeles, CA 90001"
141482,27in FHD Monitor,1,149.99,01/16/19 21:03,"968 Spruce St, San Francisco, CA 94016"
141483,Wired Headphones,1,11.99,01/30/19 16:14,"233 Johnson St, Los Angeles, CA 90001"
141484,27in 4K Gaming Monitor,1,389.99,01/03/19 12:17,"57 Johnson St, New York City, NY 10001"
141485,Wired Headphones,1,11.99,01/26/19 10:07,"631 Maple St, Seattle, WA 98101"
141486,27in 4K Gaming Monitor,1,389.99,01/06/19 09:02,"330 Adams St, San Francisco, CA 94016"
141487,Wired Headphones,1,11.99,01/05/19 13:57,"756 9th St, Los Angeles, CA 90001"
141488,AA Batteries (4-pack),1,3.84,01/01/19 12:37,"509 Lincoln St, Dallas, TX 75001"
141489,USB-C Charging Cable,1,11.95,01/29/19 05:37,"112 Sunset St, Portland, OR 97035"
141490,Flatscreen TV,1,300,01/09/19 15:31,"176 7th St, Dallas, TX 75001"
141491,Bose SoundSport Headphones,1,99.99,01/27/19 15:21,"374 Hill St, San Francisco, CA 94016"
141492,Apple Airpods Headphones,1,150,01/02/19 18:37,"432 Meadow St, Boston, MA 02215"
141493,AAA Batteries (4-pack),1,2.99,01/22/19 19:34,"395 Cedar St, San Francisco, CA 94016"
141493,Apple Airpods Headphones,1,150,01/22/19 19:34,"395 Cedar St, San Francisco, CA 94016"
141494,USB-C Charging Cable,2,11.95,01/28/19 17:04,"231 Lakeview St, Los Angeles, CA 90001"
141495,Lightning Charging Cable,1,14.95,01/27/19 13:36,"287 Forest St, Atlanta, GA 30301"
141496,Lightning Charging Cable,1,14.95,01/23/19 19:11,"516 Walnut St, New York City, NY 10001"
141497,Flatscreen TV,1,300,01/30/19 23:56,"468 Church St, Austin, TX 73301"
141498,AA Batteries (4-pack),1,3.84,01/08/19 17:40,"928 River St, Atlanta, GA 30301"
141499,AA Batteries (4-pack),2,3.84,01/09/19 21:07,"426 Wilson St, San Francisco, CA 94016"
141500,Google Phone,1,600,01/16/19 06:19,"529 6th St, Los Angeles, CA 90001"
141501,27in 4K Gaming Monitor,1,389.99,01/28/19 06:34,"382 Lake St, Atlanta, GA 30301"
141502,AAA Batteries (4-pack),1,2.99,01/16/19 11:29,"452 Adams St, Atlanta, GA 30301"
141503,USB-C Charging Cable,1,11.95,01/08/19 13:22,"47 Park St, Boston, MA 02215"
141504,34in Ultrawide Monitor,1,379.99,01/18/19 15:58,"894 West St, Boston, MA 02215"
141505,Google Phone,1,600,01/21/19 07:21,"691 Highland St, Atlanta, GA 30301"
141506,Google Phone,1,600,01/12/19 20:22,"489 Maple St, New York City, NY 10001"
